case;channel;program;date;title;decision_date;decision
16_00900;SVT;Grankriget;2016-03-24;Grankriget, SVT2, dokumentär om påskbrasor i Göteborgs skärgård;2016-06-01;Acquittal
16_00932;SVT;Aktuellt;2016-03-31;Aktuellt, SVT2, inslag om straffrabatt;2016-06-29;Acquittal
16_00933;SVT;Plus;2016-03-31;SVT, Plus, inslag med test av stormkök;2016-06-29;Acquittal
16_00935;SVT;Opinion live;2016-03-31;Opinion live, SVT1, inslag med debatt om ålder och mode;2016-06-29;Acquittal
16_00948;SVT;Rapport;2016-04-03;SVT1, Rapport, kl. 18.00 och 19.30, inslag om underrättelsesamarbete mellan Sverige och Nato;2016-10-12;Acquittal
16_00950;SVT;Aktuellt;2016-04-03;SVT2, Aktuellt, inslag om underrättelsesamarbete mellan Sverige och Nato;2016-10-12;Acquittal
16_00979;SVT;Fråga doktorn;2016-04-04;Fråga doktorn, SVT1, inslag med en bild av en animerad kvinnokropp;2016-06-01;Acquittal
16_01002;SVT;Vi kallar oss tiggare;2016-04-07;Vi kallas tiggare, SVT1, program om hemlösa romer;2016-06-29;Acquittal
16_01018;SVT;Uppdrag granskning;2016-04-06;SVT, Uppdrag granskning, inslag om skatteparadis och de så kallade Panamadokumenten;2016-10-31;Acquittal
16_01022;SVT;Agenda;2016-04-10;Agenda, SVT2, inslag om kärnkraftens lönsamhet;2016-06-29;Acquittal
16_01029;SVT;Grannkriget;2016-03-24;Grankriget, SVT2, dokumentär om påskbrasor i Göteborgs skärgård;2016-06-01;Acquittal
16_01031;SVT;Vårgården, presentation;2016-04-11;Vårdgården, SVT1, påannonsering om vinster i vården;2016-06-29;Acquittal
16_01050;SVT;Friktion;2016-04-12;SVT, Friktion program om Donald Trump;2016-06-29;Acquittal
16_01052;SVT;SVT Forum;2016-04-13;SVT, SVT Forum, inslag om en vårbudget;2016-06-01;Acquittal
16_01058;SVT;Rapport;2016-04-13;SVT, Rapport, inslag om vårbudgeten;2016-06-29;Acquittal
16_01084;SVT;Agenda;2016-04-17;Agenda, SVT2, inslag om Ungerns flyktingpolitik;2016-06-29;Acquittal
16_01086;SVT;Agenda;2016-04-17;SVT2, Agenda, inslag om anklagelser mot Sveriges dåvarande bostadsministers;2016-11-28;Acquittal
16_01090;SVT;VM i rallycross;2016-04-17;SVT, VM i rallycross;2016-11-28;Acquittal
16_01098;SVT;Dreamhack;2016-04-17;Dreamhack, SVT1, program om esportturnering;2016-06-29;Acquittal
16_01103;SVT;Lokala nyheter Stockholm;2016-04-18;SVT Nyheter Stockholm, inslag om S:T Görans sjukhus nya akutmottagning;2016-06-29;Acquittal
16_01110;SVT;Aktuellt;2016-04-18;SVT2, Aktuellt, inslag om anklagelser mot Sveriges dåvarande bostadsminister;2016-11-28;Acquittal
16_01119;SVT;Nyheter Väst;2016-04-20;SVT, Nyheter Väst, inslag om broar över Göta älv;2016-06-29;Acquittal
16_01126;SVT;SVT Nyheter Norrbotten;2016-03-17;SVT, SVT Nyheter Norrbotten, inslag om ett medieföretag;2016-07-06;Acquittal
16_01153;SVT;Rapport;2016-04-22;SVT, Rapport inslag om invandring;2016-06-29;Acquittal
16_01158;SVT;Vetenskapens värld;2016-04-23;SVT2, Vetenskapens värld, inslag om kärnkraftverkens lönsamhet och avveckling;2016-10-12;Acquittal
16_01200;SVT;Gomorron Sverige;2016-04-26;Gomorron Sverige, SVT1, inslag om att växter kan tänka;2016-06-29;Acquittal
16_01209;SVT;Friktion;2016-04-26;SVT, Friktion, program om Ryssland och president Vladimir Putin;2016-06-29;Acquittal
16_01223;SVT;SVT Nyheter Dalarna mfl;2016-02-19;SVT1, SVT Nyheter Dalarna, inslag om träning inför Vasaloppet;2016-10-03;Conviction
16_01236;SVT;SVT Nyheter Småland;2016-04-25;SVT, Nyheter Småland, inslag om odling av lök och bönor på Öland;2016-06-29;Acquittal
16_01284;SVT;Rapport;2016-05-05;SVT, Rapport, inslag om ryska stridande i Syrien;2016-06-29;Acquittal
16_01295;SVT;Text-tv sid 106;2016-05-06;SVT, Text-tv, text om en SOM-undersökning;2016-07-06;Acquittal
16_01298;SVT;Rapport;2016-05-06;SVT, Rapport inslag om en SOM-undersökning;2016-07-06;Acquittal
16_01319;SVT;Rapport (Aktuellt);2016-05-08;SVT, Rapport, inslag om skatteplanering;2016-06-29;Acquittal
16_01322;SVT;SVT Nyheter Norrbotten;2016-04-15;SVT Nyheter Norrbotten, SVT1 och SVT2, inslag om en justering av ett protokoll;2017-04-03;Acquittal
16_01328;SVT;Korrespondenterna;2016-05-10;SVT, Korrespondenterna, program om Thailand;2016-06-29;Acquittal
16_01330;SVT;Eurovision delfinal ett;2016-05-10;SVT, Eurovision Song Contest, inslag med kommentar av programledare och elektronisk företagsskylt;2016-07-06;Acquittal
16_01342;SVT;Fotboll: EM-truppen presenteras;2016-05-11;SVT, Fotboll: EM-truppen presenteras, program om en laguttagning;2017-02-06;Conviction
16_01348;SVT;SVT Nyheter Norrbotten;2016-05-12;SVT Nyheter Norrbotten, SVT1, inslag om ett gruvbolag;2016-07-06;Acquittal
16_01349;SVT;Aktuellt;2016-05-12;SVT, Aktuellt, inslag om en auktion;2016-07-06;Acquittal
16_01364;SVT;Trailer för ESC;2016-05-13;Trailer för Eurovision Song Contest 2016, SVT1, inslag med en bil;2016-06-29;Acquittal
16_01374;SVT;Eurovision Song Contest;2016-05-14;SVT, Eurovision Song Contest, inslag med elektroniska företagsskyltar;2016-07-06;Acquittal
16_01394;SVT;Mästarnas mästare;2015-05-01;SVT1, Mästarnas mästare, namn på klädvarumärke på en deltagares T-shirt;2016-10-31;Conviction
16_01444;SVT;Nisses äventyr på land och till sjöss;2016-05-17;Nisses äventyr på land och till sjöss, SVT1, program om en sjömans liv;2016-06-29;Acquittal
16_01447;SVT;Jddra med dn hjrna;2016-05-17;SVT, Jddra med dn hjrna - del 5, program om kommunikation med djur;2016-06-29;Acquittal
16_01458;SVT;Gomorron Sverige;2016-05-19;SVT, Gomorron Sverige inslag om herrmode;2016-09-19;Acquittal
16_01482;SVT;Rapport;2016-05-25;Rapport, SVT1, 19.30, inslag om en regeringsombildning;2016-06-29;Acquittal
16_01483;SVT;Dokument inifrån;2016-05-25;SVT1, Dokument inifrån: Hur blir det med Nato?, program om Nato;2016-10-12;Acquittal
16_01491;SVT;SVT Dalarna;2016-05-24;SVT Nyheter Dalarna, inslag om narkotikahandel i en stadsdel i Borlänge;2016-11-28;Conviction
16_01500;SVT;SVT Nyheter skåne;2016-05-27;SVT, SVT Nyheter Skåne, inslag om gränskontrollerna vid Öresund;2016-06-29;Acquittal
16_01510;SVT;Agenda, partiledardebatt;2016-05-29;Agenda, SVT2, partiledardebatt;2016-09-16;Acquittal
16_01512;SVT;Sportnytt;2016-05-28;Sportnytt, SVT1, kl. 19.45, inslag om svenska framgångar i thaiboxnings-vm;2016-06-29;Acquittal
16_01526;SVT;Girl;2016-05-31;SVT1, Girl, kortfilm om en fest;2016-10-03;Conviction
16_01533;SVT;SVT Nyheter;2016-05-29;SVT, SVT Nyheter, inslag om glyfosatförbud;2016-10-31;Acquittal
16_01552;SVT;Vad händer om Sverige hamnar i krig?;2016-06-02;SVT Forum, inslag om säkerhetsläget i Östersjöområdet och Sveriges försvarsförmåga;2016-07-06;Acquittal
16_01568;SVT;Falkenbergsrevyn;2016-06-03;Falkenbergsrevyn: Ute & reser - En värdslig revy, SVT1, inslag med skämt om inkontinensskydd;2016-06-29;Acquittal
16_01578;SVT;Rapport;2016-05-30;SVT, Rapport, inslag om en dräneringsmetod;2016-07-06;Acquittal
16_01580;SVT;Rapport;2016-06-06;SVT, Rapport inslag om den amerikanska presidentvalkampanjen;2016-07-06;Acquittal
16_01601;SVT;SVT Nyheter;2016-06-08;SVT Nyheter Dalarna, inslag om ett misstänkt kidnappningsförsök och en vit skåpbil;2016-09-16;Acquittal
16_01603;SVT;Affären Ramel;2016-06-08;SVT1, Affären Ramel, humorprogram;2016-11-28;Acquittal
16_01618;SVT;Korrespondenterna;2016-04-26;Korrespondenterna, SVT2, program om radioaktiv strålning;2016-09-16;Acquittal
16_01622;SVT;Aktuellt;2016-06-09;Aktuellt, SVT2, Inslag om Muhammed Ali;2016-07-06;Acquittal
16_01642;SVT;Burleskligan;2016-06-11;Burleskligan, SVT2, program om burleskdansare;2016-07-06;Acquittal
16_01646;SVT;Aktuellt;2016-06-12;Aktuellt, SVT2, inslag om en masskjutning i USA;2016-07-06;Acquittal
16_01722;SVT;Rapport;2016-06-14;SVT1, Rapport, inslag om en rättegång;2016-10-12;Acquittal
16_01724;SVT;Aktuellt;2016-06-16;SVT2, Aktuellt, inslag om ett mord på en brittisk politiker;2017-03-20;Acquittal
16_01737;SVT;Aktuellt;2016-06-13;SVT, Aktuellt, inslag om förvaltare;2017-02-20;Conviction
16_01738;SVT;Rapport;2016-06-13;SVT, Rapport, inslag om förvaltare;2017-02-20;Conviction
16_01741;SVT;Rapport;2016-06-19;SVT1, Rapport, inslag om borgerliga ceremonier;2016-10-12;Acquittal
16_01778;SVT;Genierna som förändrade världen;2016-06-19;SVT1, Genierna som förändrade världen, program om datorinnovatörer;2016-10-12;Acquittal
16_01781;SVT;NA;2016-06-20;Initiativbeslut, SVT, SVT Play, www.svtplay.se;2017-02-20;Acquittal
16_01820;SVT;SVT1 och 2 Nyheter Extra;2016-06-24;SVT1_SVT2, Rapport, Aktuellt samt Nyheter Extra, inslag om Brittiska folkomröstningen och Brexit;2017-05-02;Acquittal
16_01824;SVT;Nyheter;2016-06-25;SVT1_SVT2, SVT Nyheter, Rapport, Aktuellt, sändningar om den brittiska folkomröstningen om EU-medlemskap;2017-05-02;Acquittal
16_01837;SVT;SVT Nyheter;2016-06-26;SVT1_SVT2, SVT Nyheter, Rapport, Aktuellt, sändningar om den brittiska folkomröstningen om EU-medlemskap;2017-05-02;Acquittal
16_01852;SVT;Rapport;2016-06-27;SVT1, Rapport, sändningar om den brittiska folkomröstningen om EU-medlemskap;2017-05-02;Acquittal
16_01857;SVT;Golf: Nordea Masters;2016-06-01;SVT1, Nordea Masters, en golfturnering;2017-04-03;Conviction
16_01904;SVT;Gomorron Sverige;2016-07-01;SVT1, Gomorron Sverige, inslag om brexit i en paneldiskussion;2017-05-02;Acquittal
16_01907;SVT;Rapport;2016-07-02;Rapport, SVT1, inslag om ett statligt ägt svenskt energiföretags försäljning av sin brunkolsverksamhet i Tyskland;2016-09-16;Acquittal
16_01927;SVT;Partiledartal i Almedalen_Opinion Almedalen;2016-07-05;Partiledartal i Almedalen, SVT Forum: Almedalsveckan 2016 och Opinion Almedalen, SVT2, SVTs sändning från politikerveckan i Almedalen 7 juli;2016-09-16;Acquittal
16_01957;SVT;Aktuellt;2016-07-07;Aktuellt, SVT2, intervju med Sverigedemokraternas partiledare;2016-09-16;Acquittal
16_01971;SVT;Direkt från Almedalen;2016-07-10;SVT Forum: Almedalen 2016, SVT2, inslag med diskussion om yttrandefrihet;2016-09-16;Acquittal
16_02001;SVT;Aktuellt;2016-07-12;Aktuellt, SVT2, inslag om inhyrd sjukvårdspersonal;2016-09-16;Acquittal
16_02041;SVT;Rapport;2016-07-21;SVT2, Rapport, inslag om ett onlinespel och en elektronikkedja;2017-04-03;Acquittal
16_02043;SVT;Kulturnyheterna;2016-07-22;SVT1, Kulturnyheterna, inslag om en kontroversiell fotograf;2016-10-19;Acquittal
16_02044;SVT;Rapport;2016-07-22;Rapport, SVT1, inslag om ett tal av den amerikanska presidentkandidaten Donald Trump;2016-09-16;Acquittal
16_02058;SVT;Uppdrag granskning;2016-07-27;SVT1, Uppdrag granskning sommar, program om mjölkbönder och Arla;2016-10-19;Acquittal
16_02065;SVT;Aktuellt;2016-07-28;SVT2, Aktuellt, inslag om rekordmycket getingar;2016-10-12;Acquittal
16_02086;SVT;Rapport;2016-08-04;Rapport, SVT1, inslag om norsk misstänkt mördare i London;2016-09-16;Acquittal
16_02090;SVT;Rapport;2016-08-07;SVT2, Rapport, inslag om ett förslag om demonstrationsförbud för asylsökande;2016-10-19;Acquittal
16_02091;SVT;Aktuellt;2016-08-07;SVT2, Aktuellt, inslag om ett förslag om demonstrationsförbud för asylsökande;2016-10-19;Acquittal
16_02092;SVT;Rapport;2016-08-07;SVT1, Rapport, inslag om trygghetsboenden;2016-10-19;Acquittal
16_02097;SVT;Rapport;2016-08-08;SVT1, Rapport, inslag om naturkatastrofer;2016-10-19;Acquittal
16_02104;SVT;Aktuellt;2016-08-09;SVT2, Aktuellt, inslag med en debatt om asyllagar;2017-04-03;Acquittal
16_02120;SVT;Spisa med Price på tur;2016-08-10;SVT1, Spisa med Price på tur, inslag med lättklädda kvinnor;2017-05-15;Acquittal
16_02121;SVT;Rapport;2016-08-10;SVT1, Rapport, inslag om en razzia mot extremister;2016-10-12;Acquittal
16_02159;SVT;Rapport;2016-08-14;SVT1, Rapport, inslag om att gränserna vid Syrien är stängda;2016-10-31;Acquittal
16_02160;SVT;Det svenska dataundret;2016-08-15;SVT1, Det svenska dataundret, program om varför Sverige är ett framstående IT-land;2016-10-31;Acquittal
16_02165;SVT;Sommarkväll med Richard Olsson;2016-08-13;SVT, Sommarkväll med Richard Olsson, inslag om en show med sketcher från Lorry;2017-03-20;Acquittal
16_02185;SVT;Rapport;2016-08-19;SVT1, Rapport, inslag om tiggeriförbud;2016-10-12;Acquittal
16_02195;SVT;Aktuellt;2016-08-22;SVT2, Aktuellt, inslag om badplagget burkini;2016-10-12;Acquittal
16_02218;SVT;Aktuellt;2016-08-25;SVT2, Aktuellt, inslag med debatt om rysk gasledning;2016-10-19;Acquittal
16_02231;SVT;Rapport;2016-08-27;SVT1, Rapport, inslag om sambandet mellan invandring och ökad brottslighet;2016-10-31;Acquittal
16_02236;SVT;Agenda;2016-08-28;SVT1, Agenda, inslag om en alternativ politisk skala samt en intervju med Moderaternas partiledare;2016-11-01;Acquittal
16_02257;SVT;Gomorron Sverige - Nyheterna;2016-08-31;SVT1, SVT Nyheter, inslag om utebliven åldersbedömning i samband med våldtäktsrättegång;2016-11-01;Acquittal
16_02265;SVT;Akteullt;2016-08-31;SVT, Aktuellt, inslag om vinster i välfärden;2016-11-01;Acquittal
16_02288;SVT;Lokalnyheter Stockholm;2016-09-02;SVT, Lokalnyheter Stockholm inslag om en app;2016-12-16;Acquittal
16_02342;SVT;SVT Nyheter Helsingborg;2016-09-07;SVT1, SVT Nyheter Helsingborg, inslag om hur man samtalar med barn om misstänkta övergrepp;2017-01-12;Acquittal
16_02345;SVT;Uppdrag granskning;2016-09-07;SVT, Uppdrag granskning program om Julian Assange;2016-12-16;Acquittal
16_02405;SVT;Lokala nyheter Jämtland;2016-09-13;SVT, Lokala nyheter Jämtland, inslag om en kvinna som fått avslag på sin asylansökan;2016-10-31;Acquittal
16_02416;SVT;Sydnytt;2016-09-14;SVT, Sydnytt, inslag om lärare som stängts av;2016-10-31;Acquittal
16_02423;SVT;Gomorron Sverige;2016-09-16;SVT1, Rapport, inslag om en dödsskjutning i USA;2016-10-31;Acquittal
16_02438;SVT;Opinion Live;2016-09-15;SVT1, Opinion live, inslag med en debatt om separatistisk antirasism;2017-01-12;Acquittal
16_02439;SVT;Rapport;2016-09-15;SVT, Rapport inslag omTeliaSonera;2016-12-16;Acquittal
16_02444;SVT;Rapport;2016-09-18;SVT1, Aktuellt, inslag om parlamentsval i Ryssland;2016-11-01;Acquittal
16_02447;SVT;Mona Lisas story;2016-09-15;SVT2, Monalisa story, dokumentärfilm om en före detta drogmissbrukares liv;2017-04-03;Acquittal
16_02474;SVT;Kulturnyheterna;2016-09-20;SVT2, Kulturnyheterna, inslag om att det har orsakat debatt att Socialstyrelsen vill jämföra skelett med olika etnisk bakgrund för att kunna bestämma ålder på asylsökande;2016-11-01;Acquittal
16_02486;SVT;Melodifestivalen;2016-03-12;SVT, Inslag om Radiohjälpen;2016-10-31;Acquittal
16_02498;SVT;Nyheter;2016-09-23;SVT1, Rapport, inslag om ett bombhot mot ett asylboende;2016-11-01;Acquittal
16_02520;SVT;SVT Text, 19 omhändertagna vid demonstration;2016-09-24;SVT Text, sändning i text-tv om polisiära omhändertaganden vid demonstration;2016-12-16;Acquittal
16_02524;SVT;SVT Text, Privata vårdförsäkringar ökar;2016-09-25;SVT Text, sändning om privata vårdförsäkringar;2016-12-16;Acquittal
16_02525;SVT;Landgång;2016-08-25;SVT1, Landgång, presentation av deltagare;2017-02-20;Acquittal
16_02532;SVT;Aktuellt;2016-09-26;SVT2, Aktuellt, inslag om det amerikanska presidentvalet;2016-12-16;Acquittal
16_02535;SVT;SVT Nyheter;2016-09-24;SVT1, Rapport inslag om seniorboende;2016-12-16;Acquittal
16_02538;SVT;Motor: STCC_RallyX;2016-09-24;SVT1, Motor: STCC_RallyX, sändning från motorsporttävlingar;2017-04-03;Acquittal
16_02555;SVT;Gomorron Sverige;2016-09-28;SVT1, Gomorron Sverige, inslag om det amerikanska presidentvalet;2016-12-16;Acquittal
16_02568;SVT;Aktuellt;2016-09-28;SVT2, Aktuellt inslag om debatt;2017-09-18;Conviction
16_02584;SVT;Rapport;2016-09-29;SVT1, Rapport, inslag om börsnotering av friskolekoncern;2016-11-01;Acquittal
16_02587;SVT;Aktuellt;2016-09-29;SVT2, Aktuellt inslag om uttalande;2017-09-18;Conviction
16_02595;SVT;Lokal nyheter Stockholm;2016-09-30;SVT1, SVT Nyheter Stockholm, inslag om det kommunala skatteutjämningssystemet;2016-12-16;Acquittal
16_02597;SVT;Rapport;2016-09-28;SVT1, Rapport, inslag om barn som hemskolas;2016-11-01;Acquittal
16_02598;SVT;Rapport;2016-09-24;SVT1, Rapport inslag om en man som misstänks vara en säkerhetsrisk;2017-05-29;Acquittal
16_02601;SVT;Aktuellt;2016-10-01;SVT2, Aktuellt inslag med en debatt;2017-09-18;Conviction
16_02608;SVT;Aktuellt;2016-10-02;SVT2, Aktuellt, inslag om en folkomröstning i Ungern;2016-12-16;Acquittal
16_02610;SVT;Nyheter på lätt svenska;2016-10-03;SVT2, Nyheter på lätt svenska;2017-05-15;Acquittal
16_02620;SVT;Aktuellt;2016-10-04;SVT2, Aktuellt, intervju med migrationsministern om asylsökande;2016-10-31;Acquittal
16_02622;SVT;Rapport;2016-10-03;SVT1, Rapport, inslag om att SVT Nyheter publicerat syriska flyktingars berättelser;2016-12-16;Acquittal
16_02638;SVT;Agenda;2016-10-02;SVT2, Agenda, inslag om statliga jobbsubventioner för nyanlända;2017-01-12;Acquittal
16_02662;SVT;Rapport;2016-10-05;SVT1, Rapport inslag om SD:s skuggbudget;2016-12-16;Acquittal
16_02695;SVT;Partiledardebatt;2016-10-09;SVT1, Agenda: Partiledardebatt, inslag i en partiledardebatt;2016-12-16;Acquittal
16_02715;SVT;Fråga doktorn;2016-10-12;SVT1, Fråga doktorn, inslag om en tv-serie om hemtjänsten;2017-06-26;Acquittal
16_02717;SVT;SVT1, Nyheter Öst;2016-10-11;SVT1, SVT Nyheter Öst, inslag om en rekonstruktion av en ursprungsamerikansk bosättning i Sverige;2016-12-16;Acquittal
16_02722;SVT;Aktuellt;2016-10-11;SVT2, Aktuellt, inslag om ryska bombningar i Syrien;2017-01-20;Acquittal
16_02814;SVT;Blå är den varmaste färgen;2016-10-14;SVT2, Filmklubben: Blå är den varmaste färgen, fransk långfilm om ett kärlekspar;2017-05-02;Acquittal
16_02818;SVT;Text-tv om tidning;2016-10-09;SVT, Text-tv inslag om en ungersk tidning som läggs ned;2017-01-20;Acquittal
16_02821;SVT;Rapport;2016-10-15;SVT1, Rapport, 18.00, inslag om att relationerna mellan Ryssland och USA har försämrats;2017-05-15;Acquittal
16_02824;SVT;Agenda;2016-10-16;SVT2, Agenda, intervju med överbefälhavaren om Sveriges hotbild;2017-01-20;Acquittal
16_02825;SVT;Aktuellt;2016-09-30;SVT2, Aktuellt inslag om debatt;2017-09-18;Conviction
16_02854;SVT;Fråga doktorn;2016-10-17;SVT1, Fråga doktorn, inslag om unga personer med funktionsnedsättningar;2017-01-20;Acquittal
16_02875;SVT;Rapport;2016-10-18;SVT1, Rapport, inslag om dörrvakter;2017-01-12;Acquittal
16_02878;SVT;Aktuellt;2016-10-19;SVT2, Aktuellt inslag om drogkriget i Filippinerna;2016-10-31;Acquittal
16_02905;SVT;NA;2016-01-14;Initiativbeslut, Sveriges Television, SVT Play, www.svtplay.se;2017-02-20;Conviction
16_02908;SVT;Plus;2016-10-13;SVT1, Plus, inslag om andrahandsförsäljning av evenemangsbiljetter;2017-02-27;Acquittal
16_02912;SVT;Plus;2016-10-20;SVT1, Plus, inslag om kontrollen av kosttillskott;2017-06-26;Acquittal
16_02914;SVT;Rapport;2016-10-22;SVT1, Rapport, inslag om ett kommunistiskt parti;2017-01-12;Acquittal
16_02930;SVT;Rapport;2016-10-12;SVT1, Rapport, inslag om att hälsokostbutiker ger olagliga råd;2017-02-10;Acquittal
16_02931;SVT;Aktuellt;2016-10-24;SVT2, Aktuellt, inslag om att hälsokostbutiker ger olagliga råd;2017-02-10;Acquittal
16_02934;SVT;Allt för Sverige;2016-10-23;SVT1, Allt för Sverige, inslag om en skyddskrage med inbyggd krockkudde;2017-01-12;Acquittal
16_02947;SVT;Veckans brott;2016-10-25;SVT1, Veckans brott, snusdosa synlig i program om brott;2017-01-12;Acquittal
16_02949;SVT;Uutiset;2016-10-26;SVT2, Uutiset, inslag om att antalet anmälda sexualbrott ökat i Finland;2017-01-12;Acquittal
16_02959;SVT;Aktuellt och Rapport;2016-10-20;SVT1 och SVT2, Aktuellt och Rapport, inslag om CETA-avtalet;2017-02-24;Acquittal
16_02961;SVT;Rapport och Aktuellt;2016-10-20;SVT1 och SVT2, Aktuellt och Rapport, inslag om CETA-avtalet;2017-02-24;Acquittal
16_02962;SVT;Aktuellt;2016-10-19;SVT2, Aktuellt, inslag om rysk upprustning;2017-02-10;Acquittal
16_02966;SVT;Gomorron Sverige;2016-10-26;SVT1, Gomorron Sverige, inslag med en diskussion om kulturskoleutredningen;2017-01-12;Acquittal
16_02967;SVT;Genikampen;2016-10-22;SVT1, Genikampen, inslag i ett tävlingsprogram;2017-01-12;Acquittal
16_02978;SVT;SVT Nyheter;2016-10-21;SVT2, SVT Nyheter, inslag om att hälsokostbutiker ger olagliga råd;2017-02-10;Acquittal
16_02986;SVT;Midnattssol;2016-10-30;SVT1, Midnattssol, inslag med exponering av matvarubutikslogotyp;2017-01-12;Acquittal
16_02988;SVT;Agenda;2016-10-29;SVT2, Agenda, reportageprogram med gäster och intervjuer;2017-01-12;Acquittal
16_02989;SVT;Rapport;2016-10-27;SVT1, Rapport, inslag om CETA-avtalet;2017-02-24;Acquittal
16_03023;SVT;Rapport;2016-11-01;SVT1, Rapport, inslag om skjutningar i Göteborg;2017-02-10;Acquittal
16_03042;SVT;Gomorron Sverige;2016-11-02;SVT1, Gomorron Sverige, inslag om hur det amerikanska valet kan påverka svensk ekonomi;2017-02-24;Acquittal
16_03043;SVT;Plus;2016-10-27;SVT1, Plus, inslag om ett ridcenter;2017-06-26;Acquittal
16_03050;SVT;Rapport;2016-11-03;SVT1, Rapport, inslag om det amerikanska presidentvalet;2017-02-10;Acquittal
